FID,STOPID,NAME,TOWN,0730_0930,1200_1400,1500_1830,2000_2100,x,y,z,PhotoF,PhotoS
4067,14849,Roundhay Road Ravenscar Avenue,Roundhay,14,14,12,5,432478,436575,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14849&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14849&view=side
4068,14850,Leeds Road Crabtree Hill,Collingham,1,1,1,0,438550,445696,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14850&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14850&view=side
4069,14851,Leeds Road,Bramhope,4,4,1,1,424666,443837,170,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14851&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14851&view=side
4070,14852,Leeds Road,Bramhope,3,4,3,1,424622,443839,170,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14852&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14852&view=side
4071,14853,Leeds Road Hall Rise,Bramhope,3,4,3,1,425167,443330,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14853&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14853&view=side
4072,14854,Leeds Road Wynmore Avenue,Bramhope,3,4,3,1,425800,442897,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14854&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14854&view=side
4073,14855,Leeds Road Wynmore Avenue,Bramhope,4,4,1,1,425846,442877,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14855&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14855&view=side
4074,14856,Leeds Road The Poplars,Bramhope,4,4,1,1,426013,442708,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14856&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14856&view=side
4075,14857,Leeds Road Golden Acre Park,Bramhope,3,4,3,1,426619,441852,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14857&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14857&view=side
4076,14858,Leeds Road Golden Acre Park,Bramhope,4,4,1,1,426635,441845,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14858&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14858&view=side
4077,14859,Leeds Road,Adel,4,4,1,1,426856,441354,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14859&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14859&view=side
4078,14860,Leeds Road,Adel,3,4,3,1,426848,441337,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14860&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14860&view=side
4079,14861,Harrogate Road Weeton Lane,Harewood,0,0,0,0,431051,446928,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14861&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14861&view=side
4080,14862,Harrogate Road Weeton Lane,Harewood,0,0,0,0,431034,446960,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14862&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14862&view=side
4081,14864,Harrogate Road Otley Road,Harewood,4,6,4,2,431216,445757,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14864&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14864&view=side
4082,14865,Harrogate Road Otley Road,Harewood,4,7,2,1,431297,445733,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14865&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14865&view=side
4083,14866,Harewood Arms Harewood,Harewood,3,6,4,2,432152,445135,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14866&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14866&view=side
4084,14867,Harewood Arms The Avenue,Harewood,4,7,2,2,432180,445089,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14867&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14867&view=side
4085,14868,Harrogate Road Wike Lane,Harewood,5,6,2,2,432544,443077,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14868&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14868&view=side
4086,14869,Keswick Lane Wetherby Road,Bardsey,1,1,1,1,436780,443913,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14869&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14869&view=side
4087,14870,Keswick Lane The Drive,Bardsey,1,1,1,2,436733,443940,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14870&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14870&view=side
4088,14871,Keswick Lane Woodacre Green,Bardsey,1,1,1,2,436485,443913,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14871&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14871&view=side
4089,14872,Keswick Lane Woodacre Green,Bardsey,1,1,1,1,436384,443893,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14872&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14872&view=side
4090,14873,Keswick Lane,East Keswick,1,1,1,2,436115,443831,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14873&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14873&view=side
4091,14874,Spofforth Hill,Wetherby,3,4,3,1,439385,448790,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14874&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14874&view=side
4092,14876,Third Avenue First Avenue,Wetherby,1,1,0,0,440863,448161,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14876&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14876&view=side
4093,14877,Walton Road Fourth Avenue,Wetherby,2,2,1,2,440817,448003,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14877&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14877&view=side
4094,14878,Walton Road Fourth Avenue,Wetherby,1,2,1,1,440853,447991,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14878&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14878&view=side
4095,14879,Walton Road Parsons Green,Wetherby,1,2,1,1,440702,448064,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14879&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14879&view=side
4096,14880,Walton Road First Avenue,Wetherby,2,2,1,2,440633,448099,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14880&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14880&view=side
4097,14881,Deighton Road York Road,Wetherby,1,1,1,2,440584,448624,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14881&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14881&view=side
4098,14882,Police Station,Wetherby,1,3,1,0,440444,447786,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14882&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14882&view=side
4099,14883,Linton Lane,Wetherby,1,1,1,2,439285,447750,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14883&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14883&view=side
4100,14884,Linton Lane The Ridge,Wetherby,1,1,1,2,439171,447391,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14884&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14884&view=side
4101,14885,Main Street Windmill Inn,Linton,1,1,1,1,439017,446755,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14885&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14885&view=side
4102,14886,Linton Road,Linton,1,1,1,2,438863,446405,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14886&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14886&view=side
4103,14887,Linton Road Kingfisher Reach,Collingham,1,1,1,1,438582,446113,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14887&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14887&view=side
4104,14888,Linton Road Harewood Road,Collingham,1,1,1,1,438409,445976,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14888&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14888&view=side
4105,14889,Harewood Road Linton Road,Collingham,0,0,0,0,438474,445946,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14889&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14889&view=side
4106,14890,Harewood Road Collingham Bridge,Collingham,0,0,0,0,438654,445957,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14890&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14890&view=side
4107,14891,Main Street,Collingham,1,1,1,0,438919,445974,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14891&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14891&view=side
4108,14892,Wetherby Road Jewitt Lane,Collingham,1,1,1,0,439219,446051,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14892&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14892&view=side
4109,14893,Wetherby Road Jewitt Lane,Collingham,1,1,1,0,439270,446070,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14893&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14893&view=side
4110,14895,Stand B Wetherby Market Place,Wetherby,4,4,2,2,440367,448098,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14895&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14895&view=side
4111,14896,West Gate Crossley Street,Wetherby,3,5,4,3,440032,448369,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14896&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14896&view=side
4112,14897,Linton Road Station Gardens,Wetherby,1,1,1,2,439745,448323,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14897&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14897&view=side
4113,14898,Linton Road Linton Lane,Wetherby,1,1,1,2,439377,448203,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14898&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14898&view=side
4114,14899,Linton Road Linton Lane,Wetherby,1,1,1,2,439363,448204,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14899&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14899&view=side
4115,14900,Spofforth Hill Glebe Field Drive,Wetherby,3,4,3,1,439554,448697,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14900&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14900&view=side
4116,14901,Village Street,Norwood Green,0,1,0,0,414138,426814,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14901&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14901&view=side
4117,14902,Rookes Lane Village Street,Norwood Green,0,1,0,0,414204,426731,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14902&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14902&view=side
4118,14903,Rookes Lane,Norwood Green,0,1,0,0,414211,426716,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14903&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14903&view=side
4119,14904,Rookes Lane Whitehall Road,Norwood Green,0,1,0,0,414050,426303,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14904&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14904&view=side
4120,14905,Whitehall Rd Syke Lane,Lightcliffe,0,1,0,0,413436,426007,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14905&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14905&view=side
4121,14906,Whitehall Rd Syke Lane,Lightcliffe,0,1,0,0,413422,425970,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14906&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14906&view=side
4122,14907,Golf Club,Lightcliffe,0,1,0,0,413351,425892,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14907&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14907&view=side
4123,14908,Golf Club,Lightcliffe,0,1,0,0,413276,425789,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14908&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14908&view=side
4124,14909,Leeds Road,Hipperholme,0,1,0,0,413190,425741,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14909&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14909&view=side
4125,14910,Leeds Road Leyburn Avenue,Hipperholme,0,1,0,0,413037,425666,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14910&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14910&view=side
4126,14911,Leeds Road The Drive,Hipperholme,0,1,0,0,412854,425608,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14911&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14911&view=side
4127,14912,Leeds Road Roydlands Street,Hipperholme,0,1,0,0,412678,425527,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14912&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14912&view=side
4128,14913,Leeds Road Amisfield Road,Hipperholme,0,1,0,0,412615,425517,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14913&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14913&view=side
4129,14914,Bailiff Bridge,Bailiff Bridge,3,4,3,2,414820,425156,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14914&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14914&view=side
4130,14915,Bailiff Bridge Wakefield Road,Bailiff Bridge,3,4,3,2,414800,425142,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14915&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14915&view=side
4131,14916,Wakefield Road Smith House Lane,Bailiff Bridge,3,4,3,2,414574,425171,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14916&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14916&view=side
4132,14917,Wakefield Road Smith House Lane,Bailiff Bridge,3,4,3,2,414586,425155,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14917&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14917&view=side
4133,14918,Wakefield Road Ripley St,Bailiff Bridge,1,1,1,0,414222,425326,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14918&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14918&view=side
4134,14919,Wakefield Rd Stoney Lane,Lightcliffe,2,2,2,1,413977,425331,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14919&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14919&view=side
4135,14920,Wakefield Rd Stoney Lane,Lightcliffe,1,2,2,1,413947,425351,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14920&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14920&view=side
4136,14921,Wakefield Road,Lightcliffe,1,2,2,1,413660,425464,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14921&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14921&view=side
4137,14922,Wakefield Road,Lightcliffe,2,2,2,1,413639,425466,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14922&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14922&view=side
4138,14923,Wakefield Road J & I School,Lightcliffe,2,2,2,1,413404,425489,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14923&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14923&view=side
4139,14924,Wakefield Road St Giles Road,Hipperholme,2,2,2,1,413164,425404,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14924&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14924&view=side
4140,14925,Wakefield Road St Giles Road,Hipperholme,2,2,2,1,413128,425375,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14925&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14925&view=side
4141,14926,Wakefield Road Victoria Road,Hipperholme,2,2,2,1,412861,425427,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14926&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14926&view=side
4142,14927,Wakefield Road Roydlands Terrace,Hipperholme,2,2,2,1,412650,425462,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14927&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14927&view=side
4143,14928,Wakefield Road George Street,Hipperholme,2,2,2,1,412559,425451,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14928&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14928&view=side
4144,14929,Wakefield Road,Hipperholme,2,2,2,1,412543,425465,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14929&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14929&view=side
4145,14930,Halifax Road Tanhouse Hill,Hipperholme,5,5,5,1,412352,425483,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14930&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=14930&view=side
